cid,drug,dili,dose,mw,fsp3,clogp,psa,clogd,ion,eccs,bddcs,cFuHPPB,cFuBrain,fu_liver,fu_bsa,kp,kpuu,bsep,hepg2_72h,hepg2_gal,hepg2_glu,mrp2,mrp3,mrp4,thle,fu_plasma,fu_bsa_exp,fu_liver_exp,kpuu_exp,cmax
60196398,atropine sulfate,None,150,289.3694,0.588235294,1.299,49.77,-0.3,Basic,Class 4,Class 3,0.728,0.719,0.719,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA
6241,caffeine citrate,None,130,194.1906,0.375,-0.04,61.82,0.1419,Neutral,Class 2,Class 1,0.939,0.325,0.897,0.661,0.81,1.099198185,0,0,0,0,0,0,0,0,1,0.661,0.897,1.099198185,5.2
238053,benztropine mesylate,None,6,307.4293,0.428571429,3.52,12.47,2.4,Basic,Class 2,Class 1,0.144,0.0205,0.00133,0.322,80.24,0.331426087,0,5.182957438,4.777535496,4.925467912,NA,NA,NA,4.85216915,NA,0.322,0.00133,0.331426087,NA
36431,buspirone hydrochloride,Ambiguous,60,385.5031,0.714285714,2.185,69.64,2.05,Basic,Class 2,Class 2,0.484,0.528,0.528,0.3875,NA,NA,1.990441855,3.57864619,1.769616458,0,NA,NA,NA,0,0.3875,NA,NA,NA,0.00144
2554,carbamazepine,Most,1200,236.2686,0,2.38,46.33,2.006,Neutral,Class 2,Class 2,0.345,0.0361,0.0824,0.272,1.81,0.548323529,0,0,0,0,0,0,0,0,0.25,0.272,0.0824,0.548323529,4.3
40127,carteolol hydrochloride,None,10,292.3734,0.5625,1.289,70.59,-0.453,Basic,Class 2,Class 3,0.78,0.43,0.43,0.7,7.3,4.484285714,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA
2576,carisoprodol,None,350,260.33,0.833333333,2.341,90.65,2.201,Neutral,Class 2,Class 1,0.845,0.28,0.28,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,NA,NA,NA,1.8
2720,chlorothiazide,Less,1000,295.7232,0,-1,118.69,-0.127,Neutral,Class 3A,Class 4,0.552,0.306,0.306,0.734,114.46,47.71765668,NA,NA,NA,NA,NA,NA,NA,0,0.6,0.734,NA,NA,NA
2717,chlormezanone,Most,1600,273.7359,0.363636364,1.575,54.45,0.818,Neutral,Class 2,Class 1,0.602,0.438,0.438,0.562,NA,NA,NA,0,0,0,NA,NA,NA,0,0.52,0.562,NA,NA,NA
6167,colchicine,Ambiguous,1.2,399.437,0.363636364,1.195,83.09,1.278,Neutral,Class 2,Class 3,0.124,0.161,0.161,0.679,NA,NA,0,NA,0,0,0,0,0,6.533178702,0.679,NA,NA,NA,0.003
16051951,clindamycin hydrochloride,Less,1800,424.983,0.944444444,2.569,102.26,1.1,Basic,Class 4,Class 1,0.397,0.256,0.0919,0.325,4.65,1.314876923,NA,3.564913057,0,0,NA,NA,NA,0,0.325,0.325,0.0919,1.314876923,4.11
6419921,doxepin hydrochloride,Less,150,279.3761,0.263157895,4.092,12.47,2.2,Basic,Class 2,Class 1,0.157,0.0221,0.00398,0.267,NA,NA,0,NA,NA,NA,0,0,0,NA,0.213,0.267,0.00398,NA,0.0088
23894,etidronate disodium,None,1400,206.0282,1,-2.543,135.29,0.377,Acidic,Class 3A,Class 0,0.879,0.555,0.555,0.879,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5702160,famotidine,Less,40,337.4454,0.375,-1.167,170.83,-1.33,Basic,Class 4,Class 3,0.594,0.246,0.358,0.724,6.35,3.139917127,0,0,0,0,0,0,0,0,0.773,0.724,0.358,3.139917127,0.11386
3394,flurbiprofen,Ambiguous,300,244.2609,0.133333333,3.754,37.3,0.9516,Acidic,Class 1A,Class 2,0.00485,0.0436,0.0436,0.01,NA,NA,0,0,0,0,NA,NA,NA,0,0.01,NA,NA,NA,12.7
14434,flurazepam hydrochloride,Less,30,387.8782,0.333333333,4.215,35.91,2.449,Basic,Class 2,Class 1,0.11,0.0308,0.0308,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,NA,NA,NA,5.00E-04
3657,hydroxyurea,Most,1050,76.0547,0,-1.8,75.35,-1.25,Neutral,Class 4,Class 3,0.754,0.0562,0.0562,0.2,NA,NA,0,0,0,0,0,0,0,3.54427508,0.2,NA,NA,NA,26.5
3715,indomethacin,Most,200,357.7876,0.157894737,4.18,68.53,1.007,Acidic,Class 1A,Class 2,0.0192,0.0333,0.0423,0.0248,5.31,9.056975806,4.37675071,0,0,0,NA,4.180456064,5.236572006,3.718350265,0.010628333,0.0248,0.0423,9.056975806,2.2926
3463,gemfibrozil,Most,1200,250.3334,0.533333333,3.937,46.53,1.855,Acidic,Class 1A,Class 2,0.00868,0.0665,0.0665,0.00219,3.1,94.13242009,0,0,0,0,NA,0,0,0,0.00219,NA,NA,NA,20.1
86471,guanethidine monosulfate,None,100,198.3085,0.9,1.354,65.14,-1.63,Basic,Class 4,Class 1,0.972,0.224,0.224,0.972,NA,NA,0,4.394011871,3.879985984,4.042774565,NA,NA,NA,3.651632821,NA,NA,NA,NA,NA
1349907,methimazole,Most,15,114.1688,0.25,-0.34,20.72,0.393,Neutral,Class 1A,Class 1,0.925,0.15,0.15,0.925,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.2681
4594,omeprazole,Less,20,345.4161,0.294117647,2.565,77.1,2.173,Neutral,Class 2,Class 1,0.0377,0.0502,0.0502,0.0798,2.37,1.490902256,4.004364805,3.850685415,3.935358598,3.555803696,0,0,0,3.840026973,0.0798,NA,NA,NA,0.539
4828,pindolol,None,60,248.3208,0.428571429,1.671,57.28,-0.2909,Basic,Class 2,Class 1,0.543,0.267,0.267,0.8055,NA,NA,0,2.195706885,1.899583357,1.996940786,0,0,0,0,0.8055,NA,NA,NA,0.054
9373,pargyline hydrochloride,Unknown,25,159.2276,0.272727273,2.576,3.24,1.784,Basic,Class 2,Class 1,0.58,0.237,0.237,0.58,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
4612,oxamniquine,Unknown,1000,279.3348,0.571428571,2.255,90.11,0.00356,Basic,Class 2,Class 0,0.65,0.102,0.102,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5281032,prochlorperazine maleate,Less,40,373.9427,0.4,4.382,9.72,3.985,Basic,Class 4,Class 1,0.0141,0.00385,9.61E-05,0.0775,207.22,0.2569528,0,4.88577762,4.506752416,4.557059539,0,0,0,4.529232052,0.01192,0.0775,9.61E-05,0.2569528,0.00145
3033332,ranitidine hydrochloride,Less,700,314.4038,0.538461538,0.67,86.26,0.525,Basic,Class 4,Class 3,0.941,0.318,0.318,0.901333333,78.32,27.63213019,0,0,0,0,0,0,0,0,0.901333333,NA,NA,NA,0.44
5994,progesterone,Less,400,314.4617,0.80952381,3.965,34.14,4.06,Neutral,Class 2,Class 2,0.0326,0.023,0.00314,0.0779,2.99,0.120521181,NA,4.038460262,3.960153784,0,NA,NA,NA,3.931762376,0.01,0.0779,0.00314,0.120521181,0.0381
36708,propafenone hydrochloride,Less,900,341.444,0.380952381,3.636,58.56,1.601,Basic,Class 2,Class 2,0.182,0.0176,0.00423,0.414,70.69,0.722267391,0,NA,NA,NA,0,0,0,3.981504299,0.163,0.414,0.00423,0.722267391,0.154
14148199,secobarbital sodium,Ambiguous,100,238.2829,0.583333333,2.157,75.27,1.476,Acidic,Class 1A,Class 1,0.402,0.34,0.34,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA
26758,selegiline hydrochloride,None,10,187.2808,0.384615385,3.024,3.24,2.8,Basic,Class 2,Class 1,0.665,0.164,0.164,0.15,59.86,65.44693333,0,NA,NA,NA,0,0,0,NA,0.15,NA,NA,NA,0.00146
54454,simvastatin,Less,40,418.5662,0.76,4.481,72.83,5.5,Neutral,Class 2,Class 2,0.0244,0.00993,0.00993,0.05,54.08,10.740288,4.465924185,4.503063439,4.075439943,4.084452497,0,0,0,5.922632095,0.05,NA,NA,NA,0.0135
5327,sulfamethazine,Less,1336,278.3302,0.166666667,1.097,97.97,0.162,Acidic,Class 1A,Class 0,0.145,0.158,0.387,0.402,1.06,1.020447761,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.402,0.387,1.020447761,NA
5339,sulfasalazine,Most,4000,398.3926,0,3.88,141.31,0.2,Acidic,Class 3A,Class 2,0.00472,0.157,0.0293,0.017,13,22.40588235,0,NA,NA,NA,NA,4.835647144,5.823908741,0,0.007,0.017,0.0293,22.40588235,11.6904
441334,terbutaline sulfate,Less,15,225.2842,0.5,0.482,72.72,-1.297,Basic,Class 4,Class 3,0.799,0.121,0.261,0.757,4.22,1.454980185,0,3.54675048,0,0,0,0,0,0,0.86,0.757,0.261,1.454980185,NA
135398735,rifampin,Most,600,822.9402,0.534883721,3.71,220.15,1.095,Zwitter,Class 3B,Class 2,0.0694,0.0335,0.0335,0.0832,6.83,2.750060096,4.31507687,3.87527412,3.577031773,3.544231986,4.27572413,4.161150909,4.377785977,4.026142606,0.2,0.0832,NA,NA,8.5
2723601,thioguanine,Less,210,167.1917,0,-1.703,83.38,-0.203,Acidic,Class 1A,Class 1,0.45,0.183,0.183,0.45,84.78,34.4772,0,4.839681562,4.533681153,4.298035029,NA,NA,NA,0,NA,NA,NA,NA,NA
54704426,tetracycline hydrochloride,Less,2000,444.4346,0.409090909,-0.896,181.62,-0.3032,Zwitter,Class 3B,Class 3,0.582,0.444,1,0.32,NA,NA,0,3.564027996,3.527573331,2.040810374,0,0,0,3.802462807,0.95,0.32,1,NA,2.7
5505,tolbutamide,Ambiguous,3000,270.3479,0.416666667,2.497,75.27,0.3963,Acidic,Class 1A,Class 2,0.0965,0.186,0.186,0.0306,NA,NA,0,0,0,0,0,0,0,0,0.0306,NA,NA,NA,48.79
5281056,timolol maleate,Ambiguous,60,316.4197,0.846153846,1.214,79.74,0.392,Basic,Class 2,Class 1,0.792,0.164,0.164,0.735333333,NA,NA,0,2.001499136,0,0,0,0,0,1.767831533,0.735333333,NA,NA,NA,0.057
941651,thiothixene,Ambiguous,60,443.6253,0.391304348,3.228,43.86,3.552,Basic,Class 2,Class 0,0.0774,0.0498,0.0498,0.0774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5546,triamterene,Less,300,253.2626,0,1.608,129.62,1.176,Neutral,Class 2,Class 2,0.222,0.0848,0.0417,0.421,7.95,0.787446556,0,NA,NA,NA,0,0,0,3.985599903,0.451,0.421,0.0417,0.787446556,0.206
66069,triflupromazine hydrochloride,Unknown,50,352.4171,0.333333333,5.61,6.48,3.865,Basic,Class 4,Class 0,0.0184,0.0022,0.0022,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA
5702129,triprolidine hydrochloride,None,10,278.3914,0.315789474,3.634,16.13,1.968,Basic,Class 2,Class 0,0.232,0.0703,0.0142,0.4,13.31,0.472505,0,0,0,0,NA,NA,NA,0,NA,0.4,0.0142,0.472505,0.013
1990,acetohydroxamic acid,Ambiguous,1500,75.0666,0.5,-1.594,49.33,-1.06,Neutral,Class 2,Class 0,0.711,0.0894,0.0894,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13000
35370,zidovudine,Most,600,267.2413,0.6,0.044,133.08,0.174,Neutral,Class 4,Class 1,NA,0.959,0.325,0.729,1.65,0.735596708,0,0,0,0,0,0,0,0,0.78,0.729,0.325,0.735596708,1.5
16220118,zomepirac sodium,Unknown,600,291.7296,0.2,2.945,59.3,0.0529,Acidic,Class 1A,Class 2,0.0139,0.136,0.136,0.0139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2082,albendazole,Most,800,265.3314,0.333333333,3.461,67.01,3.42,Neutral,Class 2,Class 2,0.152,0.0185,0.00209,0.157,2.76,0.036741401,0,NA,NA,NA,0,0,0,NA,0.3,0.157,0.00209,0.036741401,0.0153
135401907,allopurinol,Most,800,136.1115,0,-0.835,74.43,-0.252,Neutral,Class 2,Class 2,0.414,0.313,0.313,0.97,NA,NA,0,0,0,0,NA,NA,NA,0,0.97,NA,NA,NA,1.98
4649,aminosalicylic acid,Most,12000,153.1354,0,1.056,83.55,-0.652,Acidic,Class 1A,Class 1,0.577,0.468,0.282,0.56,9.89,4.980321429,0,0,0,0,NA,NA,NA,0,0.4,0.56,0.282,4.980321429,20
2265,azathioprine,Most,175,277.2626,0.111111111,0.107,118.1,1.11,Basic,Class 3A,Class 1,0.595,0.446,0.446,0.215,2.29,4.750418605,0,4.816894131,0,0,0,0,0,3.696189565,0.7,0.215,NA,NA,NA
5281067,brompheniramine maleate,None,24,319.2395,0.3125,3.298,16.13,1.7,Basic,Class 2,Class 0,0.531,0.176,0.176,0.538,15.25,4.988847584,0,3.753933074,2.068645172,2.128374504,0,0,0,1.858922033,0.538,NA,NA,NA,NA
11548,bethanechol chloride,None,50,161.2221,0.857142857,-4.01,52.32,-1.48,Neutral,Class 4,Class 3,0.999,0.202,0.104,0.999,17.7,1.842642643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104,NA,NA
2708,chlorambucil,Less,10,304.2122,0.5,3.631,40.54,1.15,Acidic,Class 1A,Class 1,0.124,0.039,0.039,0.0433,27.95,25.1743649,0,3.59041427,0,0,0,0,0,4.088837063,0.0433,NA,NA,NA,0.492
19003,cyclacillin,Unknown,2000,341.4258,0.8,-0.823,112.73,-0.87,Zwitter,Class 3A,Class 0,0.917,0.419,0.419,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,60.1
2955,dapsone,Less,300,248.3009,0,0.886,86.18,0.8627,Neutral,Class 2,Class 2,0.463,0.237,0.308,0.226,1.85,2.521238938,0,3.641241157,3.628924746,0,0,0,0,0,0.337,0.226,0.308,2.521238938,1.375
441344,dicyclomine hydrochloride,None,160,309.4867,0.947368421,6.138,29.54,3.78,Basic,Class 2,Class 0,0.021,0.0521,0.000783,0.522,176.78,0.26517,NA,4.686280381,4.618884919,4.363010898,NA,NA,NA,4.323974346,0.00533,0.522,0.000783,0.26517,66800
3295,ethoxzolamide,Unknown,750,258.3173,0.222222222,2.047,82.28,2.074,Acidic,Class 1A,Class 0,0.0448,0.255,0.255,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.11,NA,NA,NA,NA
14051,ethambutol hydrochloride,Less,1700,204.3098,1,0.119,64.52,-1.43,Basic,Class 4,Class 3,0.993,0.156,0.0239,0.387,9.24,0.570635659,0,0,0,0,0,4.054531415,0,0,0.8,0.387,0.0239,0.570635659,3.83
2761171,ethionamide,Less,1000,166.2434,0.25,1.729,38.91,1.598,Neutral,Class 2,Class 0,0.627,0.141,0.141,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,NA,NA,NA,2160
5323714,furazolidone,Unknown,400,225.1583,0.25,-0.038,100.86,0.181,Neutral,Class 2,Class 0,0.515,0.543,0.543,0.515,NA,NA,NA,4.124401784,3.963959081,1.962685019,NA,NA,NA,4.03337703,NA,NA,NA,NA,0.34
3488,glyburide,Most,20,494.0035,0.391304348,4.239,113.6,2.148,Acidic,Class 0,Class 2,0.00462,0.015,0.0239,0.0155,4.21,6.491548387,5.367264481,2.048658355,0,0,NA,4.48148606,4.978810701,3.576072488,0.002344444,0.0155,0.0239,6.491548387,0.106
3366,flucytosine,Ambiguous,10500,129.0925,0,-1.635,71.77,-0.776,Neutral,Class 4,Class 3,0.605,0.095,0.095,0.96,NA,NA,0,NA,NA,NA,0,0,0,NA,0.96,NA,NA,NA,30
71401,guanfacine hydrochloride,Ambiguous,3,246.0933,0.111111111,1.37,78.97,1.35,Basic,Class 2,Class 3,0.271,0.201,0.201,0.386,NA,NA,0,NA,NA,NA,0,0,0,3.968535346,0.386,NA,NA,NA,0.0044
6883,isosorbide dinitrate,None,120,236.1363,1,0.219,128.56,1.378,Neutral,Class 2,Class 1,0.865,0.856,0.856,0.72,62.51,74.31744444,NA,0,0,0,NA,NA,NA,0,0.72,NA,NA,NA,0.027
4038,meclofenamate sodium,Ambiguous,300,296.1486,0.071428571,6.406,49.33,1.87,Acidic,Class 1A,Class 0,0.00095,0.018,0.018,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.188653349,0.01,NA,NA,NA,NA
4100,methazolamide,Less,300,236.272,0.4,0.088,107.41,0.162,Acidic,Class 1A,Class 3,0.382,0.349,0.0566,0.22,69.13,17.78526364,NA,0,0,0,NA,NA,NA,0,0.45,0.22,0.0566,17.78526364,NA
21945,methenamine hippurate,Ambiguous,2,140.1863,1,2.435,12.96,-0.536,Basic,Class 2,Class 0,0.99,0.931,0.931,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4030,mebendazole,Less,200,295.2927,0.0625,3.077,84.08,2.802,Neutral,Class 2,Class 2,0.147,0.0086,0.00137,0.121,3.21,0.036344628,3.739394901,4.295574917,3.874076532,3.948322781,0,0,4.809668302,4.264864382,0.117,0.121,0.00137,0.036344628,0.0342
4170,metolazone,Ambiguous,20,365.8345,0.1875,2.056,92.5,2.334,Neutral,Class 4,Class 3,0.17,0.0314,0.0314,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.05,NA,NA,NA,0.04197
4421,nalidixic acid,Ambiguous,4,232.2353,0.25,1.024,72.19,0.1589,Acidic,Class 1A,Class 2,0.11,0.807,0.807,0.1,NA,NA,0,NA,NA,NA,0,0,4.240332155,NA,0.1,NA,NA,NA,NA
441350,metyrosine,None,4000,195.2151,0.3,-1.667,83.55,-0.734,Zwitter,Class 3A,Class 4,0.635,0.828,0.828,0.635,15.22,19.84592126,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
4121,methyclothiazide,Ambiguous,10,360.2373,0.333333333,0.937,109.57,1.55,Neutral,Class 4,Class 0,0.285,0.0687,0.0687,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54685925,minocycline hydrochloride,Most,200,457.4764,0.434782609,0.206,164.63,0.1939,Zwitter,Class 3B,Class 1,0.502,0.28,0.0325,0.0563,20.31,11.72424512,0,0,0,0,0,0,0,4.501152081,0.24,0.0563,0.0325,11.72424512,1.661
441358,nortriptyline hydrochloride,Most,150,263.3767,0.263157895,4.315,12.03,1.583,Basic,Class 4,Class 1,0.105,0.0033,0.132,0.236,144.55,80.85,0,4.835033818,4.44759941,4.547524925,0,0,0,4.340457851,0.146428571,0.236,0.132,80.85,0.0315
38010,penbutolol sulfate,None,20,291.4284,0.666666667,3.639,41.49,1.792,Basic,Class 4,Class 2,0.235,0.0363,0.00114,0.02,NA,NA,0,4.371202514,3.976134609,4.023590407,NA,NA,NA,3.77881014,0.02,NA,0.00114,NA,0.478
5852,penicillamine,Less,2000,149.2113,0.8,-1.729,63.32,-1.49,Zwitter,Class 1A,Class 3,0.949,0.64,0.64,0.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,1
5865,prednisone,Less,60,358.4281,0.666666667,1.661,91.67,1.832,Neutral,Class 2,Class 2,0.343,0.226,0.278,0.579,11.8,5.665630397,NA,0,0,0,NA,NA,NA,0,0.348,0.579,0.278,5.665630397,0.132
4760,phenindione,Unknown,200,222.2387,0.066666667,2.81,34.14,1.17,Acidic,Class 1A,Class 0,0.0824,0.0566,0.0566,0.0824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207841,procyclidine hydrochloride,None,20,287.4397,0.684210526,4.592,23.47,1.304,Basic,Class 2,Class 1,0.178,0.0861,0.00853,0.577,62.91,0.930021317,0,NA,NA,NA,0,0,0,3.729423637,NA,0.577,0.00853,0.930021317,0.116
1046,pyrazinamide,Less,2000,123.1127,0,-0.676,68.87,-0.401,Neutral,Class 2,Class 1,0.755,0.205,0.205,0.9,NA,NA,0,0,0,0,0,0,0,0,0.9,NA,NA,NA,52.7
5887,promazine hydrochloride,Unknown,1000,284.4191,0.294117647,4.399,6.48,2.7,Basic,Class 4,Class 1,0.122,0.0123,0.0123,0.1115,NA,NA,NA,4.6108048,4.300514389,4.318083487,NA,NA,NA,4.094470612,0.1115,NA,NA,NA,NA
5336,sulfapyridine,Unknown,6000,249.2889,0,0.836,85.08,0.673,Neutral,Class 1A,Class 0,0.366,0.171,0.171,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA
5359,suprofen,None,800,260.3083,0.142857143,2.538,54.37,-0.254,Acidic,Class 1A,Class 0,0.0116,0.159,0.317,0.0706,1.74,7.812747875,NA,0,0,0,NA,NA,NA,0,0.01,0.0706,0.317,7.812747875,19.12
5391,temazepam,Ambiguous,30,300.7396,0.125,2.34,52.9,2.186,Neutral,Class 2,Class 1,0.115,0.0688,0.0688,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,0.865
5430,thiabendazole,Most,3000,201.2477,0,2.358,41.57,2.219,Neutral,Class 2,Class 2,0.0693,0.157,0.0463,0.353,1.56,0.204611898,3.741689722,3.523603173,3.541744498,3.563404865,NA,NA,NA,3.62812344,0.117,0.353,0.0463,0.204611898,NA
71433,trientine hydrochloride,None,2000,146.2339,1,-2.369,76.1,-2.48,Basic,Class 4,Class 0,0.96,0.265,0.265,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9066,tripelennamine hydrochloride,Unknown,600,255.358,0.3125,3.306,19.37,1.222,Basic,Class 2,Class 0,0.655,0.0903,0.0903,0.733,NA,NA,NA,4.553897967,4.13109706,3.959069492,NA,NA,NA,2.018545546,0.733,NA,NA,NA,NA
2343,benzthiazide,Unknown,200,431.9374,0.133333333,2.113,118.69,1.89,Neutral,Class 3B,Class 0,0.0145,0.0241,0.0241,0.0145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5282409,carbinoxamine maleate,None,24,290.7879,0.3125,2.668,25.36,1.57,Basic,Class 2,Class 1,0.501,0.071,0.0235,0.534,11.58,0.509606742,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534,0.0235,0.509606742,0.0302713
47965,cefadroxil,Less,2000,363.3883,0.3125,-2.507,132.96,0.4331,Zwitter,Class 3A,Class 3,0.609,0.858,0.0962,0.555,44.31,7.6804,0,0,0,0,0,0,0,0,0.39,0.555,0.0962,7.6804,16.5
11289,chlorotrianisene,Unknown,25,380.864,0.130434783,5.832,27.69,5.45,Neutral,Class 4,Class 0,0.00502,0.000295,0.000295,0.00502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2733,chlorzoxazone,Most,3000,169.5652,0,1.871,46,0.966,Acidic,Class 1A,Class 2,0.0299,0.0857,0.0439,0.039,1.72,1.936102564,0,0,0,0,0,0,0,0,0.82,0.039,0.0439,1.936102564,10.7
6234,cycloserine,Ambiguous,1000,102.0919,0.666666667,-1.192,64.35,-1.43,Basic,Class 1A,Class 3,0.894,0.145,0.145,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.92
65327,desipramine hydrochloride,Ambiguous,300,266.3807,0.333333333,4.468,15.27,0.976,Basic,Class 2,Class 1,0.229,0.0143,0.0143,0.183,NA,NA,0,4.339836788,3.882016515,3.972874734,0,0,0,3.872726186,0.183,NA,NA,NA,0.0186
54686183,doxycycline hyclate,Less,200,444.4346,0.409090909,-0.499,181.62,-0.03905,Zwitter,Class 3B,Class 3,0.657,0.318,0.318,0.382,24.56,20.4452356,0,0,0,0,0,0,0,4.593191007,0.382,NA,NA,NA,0.9611
3182,dyphylline,None,6300,254.2426,0.5,-1.286,102.28,-0.563,Neutral,Class 4,Class 0,0.826,0.705,0.705,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1
5388961,enalapril maleate,Less,40,376.4467,0.55,0.667,95.94,-0.7275,Acidic,Class 3A,Class 1,0.863,0.304,0.304,0.336,1.45,1.311904762,0,0,0,0,0,0,0,1.970699691,0.432,0.336,NA,NA,0.0693
3516,guaifenesin,None,1200,198.2158,0.4,0.102,58.92,0.222,Neutral,Class 2,Class 0,0.7,0.232,0.232,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2.278
68552,guanadrel sulfate,Unknown,400,213.2768,0.9,0.635,80.36,-0.311,Basic,Class 4,Class 0,0.971,0.159,0.159,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,0.056
3639,hydrochlorothiazide,Less,100,297.7391,0.142857143,-0.365,118.36,0.09738,Neutral,Class 4,Class 3,0.492,0.171,0.104,0.43,5.1,1.233488372,0,0,0,0,0,0,0,0,0.636,0.43,0.104,1.233488372,0.2443
6314,lidocaine hydrochloride,None,300,234.3373,0.5,1.954,32.34,1.45,Basic,Class 2,Class 1,0.583,0.202,0.164,0.635,0.36,0.092976378,0,0,0,0,0,0,0,0,0.632,0.635,0.164,0.092976378,NA
13221,mecamylamine hydrochloride,None,25,167.2911,1,2.825,12.03,0.878,Basic,Class 2,Class 0,0.772,0.236,0.236,0.6,59.25,23.305,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA
4044,mefenamic acid,Most,1000,241.2851,0.133333333,5.287,49.33,1.526,Acidic,Class 1A,Class 2,0.00329,0.0677,0.00889,0.104,3.15,0.269264423,0,NA,NA,NA,0,0,0,3.641007062,0.0018,0.104,0.00889,0.269264423,10
173612,meclizine hydrochloride,None,50,390.9483,0.28,6.732,6.48,6.6,Basic,Class 4,Class 1,0.00478,0.00148,0.00148,0.00478,148.62,46.01623431,0,NA,NA,NA,NA,NA,NA,3.538259932,NA,NA,NA,NA,0.08007
4055,menadione,None,30,172.18,0.090909091,2.446,34.14,1.372,Neutral,Class 2,Class 0,0.357,0.0849,0.0849,0.357,NA,NA,NA,4.46423053,4.360695574,4.504353396,NA,NA,NA,4.636897074,NA,NA,NA,NA,NA
6476,methsuximide,None,1200,203.2371,0.333333333,1.461,37.38,0.933,Neutral,Class 2,Class 0,0.854,0.838,0.838,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14677,methdilazine,Unknown,32,296.4298,0.333333333,4.509,6.48,2.581,Basic,Class 2,Class 0,0.102,0.0114,0.0114,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38853,methyldopa,Most,3000,211.2145,0.3,-2.264,103.78,-0.632,Zwitter,Class 3A,Class 3,0.511,0.404,0.404,0.85,32.43,15.41378824,0,4.369348424,3.813071903,4.00498818,4.192464972,4.385102784,5.092588639,3.987103749,0.85,NA,NA,NA,2221000
5284587,meprednisone,Unknown,8,372.4547,0.681818182,2.18,91.67,2.152,Neutral,Class 2,Class 0,0.244,0.185,0.185,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4174,metyrapone,None,4500,226.2738,0.214285714,1.459,42.85,1.452,Neutral,Class 2,Class 1,0.367,0.185,0.185,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,7.3
4211,mitotane,None,6000,320.0412,0.142857143,6.06,0,6.06,Neutral,Class 4,Class 0,0.0032,0.000354,0.000354,0.0032,NA,NA,3.984081417,4.290806387,4.527345922,4.123614711,NA,NA,NA,4.247475243,NA,NA,NA,NA,11.8
